### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Tue Sep 19 07:41:48 2006
Levelengine_version 1


Music land/cave_2.ogg
Background_color_1 80 80 80
Background_color_2 20 20 20


Player 113 174
camera_limits 0 0 20000 -4000
Sprite blocks/stone/1.png 6605 1896 MASSIVE
Sprite blocks/stone/1.png 6561 1896 MASSIVE
Sprite blocks/stone/1.png 6517 1896 MASSIVE
Sprite blocks/stone/1.png 6649 1896 MASSIVE
Sprite blocks/stone/1.png 6693 1896 MASSIVE
Sprite blocks/stone/1.png 6135 2071 MASSIVE
Sprite blocks/stone/1.png 7847 1833 MASSIVE
Sprite blocks/stone/1.png 7847 1877 MASSIVE
Sprite blocks/stone/1.png 7847 2053 MASSIVE
Sprite blocks/stone/1.png 7847 2009 MASSIVE
Sprite blocks/stone/1.png 7847 1965 MASSIVE
Sprite blocks/stone/1.png 7847 1921 MASSIVE
Sprite blocks/stone/1.png 7803 1745 MASSIVE
Sprite blocks/stone/1.png 7803 1789 MASSIVE
Sprite blocks/stone/1.png 7803 1701 MASSIVE
Sprite blocks/stone/1.png 7803 1657 MASSIVE
Sprite blocks/stone/1.png 7803 1613 MASSIVE
Sprite blocks/stone/1.png 7803 1569 MASSIVE
Sprite blocks/stone/1.png 7759 1569 MASSIVE
Sprite blocks/stone/1.png 7715 1569 MASSIVE
Sprite blocks/stone/1.png 7671 1569 MASSIVE
Sprite blocks/stone/1.png 7627 1569 MASSIVE
Sprite pipes/blue/up.png 8835 3360 MASSIVE
Sprite ground/sand_1/ground/right_up.png 8964 3310 MASSIVE
Sprite ground/sand_1/ground/right_down.png 8964 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8469 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8469 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8524 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8524 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8579 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8579 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8634 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8634 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8689 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8689 3255 MASSIVE
Sprite ground/sand_1/ground/down.png 8744 3255 MASSIVE
Sprite ground/sand_1/ground/down.png 8799 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8854 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8854 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8909 3310 MASSIVE
Sprite ground/sand_1/ground/down.png 8909 3255 MASSIVE
Sprite ground/sand_1/ground/up.png 8744 3310 MASSIVE
Sprite ground/sand_1/ground/up.png 8799 3310 MASSIVE
Sprite pipes/blue/ver.png 8927 3410 MASSIVE
Sprite pipes/blue/ver.png 8927 3460 MASSIVE
Sprite pipes/blue/ver.png 8927 3510 MASSIVE
Sprite pipes/blue/ver.png 8927 3560 MASSIVE
Sprite pipes/blue/ver.png 8927 3610 MASSIVE
Sprite pipes/blue/ver.png 8927 3660 MASSIVE
Sprite pipes/blue/ver.png 8927 3710 MASSIVE
Sprite pipes/blue/ver.png 8927 3760 MASSIVE
Sprite pipes/blue/ver.png 8927 3810 MASSIVE
Sprite pipes/blue/ver.png 8927 3860 MASSIVE
Sprite pipes/blue/ver.png 8927 3910 MASSIVE
Sprite pipes/blue/ver.png 8927 3960 MASSIVE
Sprite pipes/blue/ver.png 8927 4010 MASSIVE
Sprite pipes/blue/ver.png 8927 4060 MASSIVE
Sprite pipes/blue/ver.png 8927 4110 MASSIVE
Sprite pipes/blue/ver.png 8927 4160 MASSIVE
Sprite pipes/blue/ver.png 8927 4210 MASSIVE
Sprite pipes/blue/ver.png 8927 4260 MASSIVE
Sprite pipes/blue/ver.png 8927 4310 MASSIVE
Sprite pipes/blue/ver.png 8927 4360 MASSIVE
Sprite blocks/stone/1.png 3305 4011 MASSIVE
Sprite blocks/stone/1.png 3348 4011 MASSIVE
Sprite blocks/stone/1.png 2997 4011 MASSIVE
Sprite blocks/stone/1.png 2645 4011 MASSIVE
Sprite blocks/stone/1.png 2293 4011 MASSIVE

### Passive Objects ###
Sprite ground/sand_1/ground/middle.png 0 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 0 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 55 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 110 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 165 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 220 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 275 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 330 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 385 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 385 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 330 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 275 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 220 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 165 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 110 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 55 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 440 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 440 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 495 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 495 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 550 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 550 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 605 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 605 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 660 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 660 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 715 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 715 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 1873 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 1873 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 1873 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 1928 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 1983 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2038 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2093 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2148 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2203 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2258 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2313 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2368 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2423 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2478 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2533 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2533 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2478 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2423 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2368 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2313 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2258 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2203 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2148 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2093 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 2038 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 1983 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 1928 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 1928 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 1983 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2038 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2093 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2148 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2203 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2258 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2313 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2368 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2423 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2478 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2533 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2532 274 PASSIVE
Sprite ground/sand_1/ground/middle.png 2532 329 PASSIVE
Sprite ground/sand_1/ground/middle.png 2532 384 PASSIVE
Sprite ground/sand_1/ground/middle.png 2477 384 PASSIVE
Sprite ground/sand_1/ground/middle.png 2477 329 PASSIVE
Sprite ground/sand_1/ground/middle.png 2477 274 PASSIVE
Sprite ground/sand_1/ground/middle.png 2917 384 PASSIVE
Sprite ground/sand_1/ground/middle.png 2972 384 PASSIVE
Sprite ground/sand_1/ground/middle.png 3027 384 PASSIVE
Sprite ground/sand_1/ground/middle.png 3027 329 PASSIVE
Sprite ground/sand_1/ground/middle.png 3027 274 PASSIVE
Sprite ground/sand_1/ground/middle.png 3027 219 PASSIVE
Sprite ground/sand_1/ground/middle.png 3027 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2972 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2917 164 PASSIVE
Sprite ground/sand_1/ground/middle.png 2917 219 PASSIVE
Sprite ground/sand_1/ground/middle.png 2917 274 PASSIVE
Sprite ground/sand_1/ground/middle.png 2917 329 PASSIVE
Sprite ground/sand_1/ground/middle.png 2972 329 PASSIVE
Sprite ground/sand_1/ground/middle.png 2972 274 PASSIVE
Sprite ground/sand_1/ground/middle.png 2972 219 PASSIVE
Sprite ground/sand_1/ground/middle.png 2917 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 2972 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3027 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3082 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3137 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3192 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3247 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3302 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3357 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3412 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3467 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3522 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3577 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3632 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3687 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3742 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3797 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3852 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3907 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 3962 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4017 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4072 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4457 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4457 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4512 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4512 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4567 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4567 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4622 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4622 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4677 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4677 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4732 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4732 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4787 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4787 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4842 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4842 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4897 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 4897 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4952 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 4952 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5007 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5007 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5062 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5062 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5117 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5117 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5172 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5227 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5282 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5337 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5392 109 PASSIVE
Sprite ground/sand_1/ground/middle.png 5392 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5337 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5282 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5227 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5172 54 PASSIVE
Sprite ground/sand_1/ground/middle.png 5392 219 PASSIVE
Sprite ground/sand_1/ground/middle.png 5337 219 PASSIVE
Sprite ground/sand_1/ground/middle.png 5337 274 PASSIVE
Sprite ground/sand_1/ground/middle.png 5392 274 PASSIVE
Sprite ground/sand_1/ground/middle.png 5392 329 PASSIVE
Sprite ground/sand_1/ground/middle.png 5337 329 PASSIVE
Sprite ground/sand_1/ground/middle.png 4567 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 4567 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4622 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4622 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 4677 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 4677 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4732 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4732 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 4787 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 4787 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4842 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4842 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 4897 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 4897 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4952 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 4952 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 5007 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 5007 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 5062 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 5062 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 5117 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 5117 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 5172 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 5172 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 5227 1374 PASSIVE
Sprite ground/sand_1/ground/middle.png 5227 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 5282 1319 PASSIVE
Sprite ground/sand_1/ground/middle.png 5282 1374 PASSIVE
Sprite ground/green_1/kplant_head.png 3596 2631 PASSIVE
Sprite ground/green_1/kplant_head.png 303 3358 PASSIVE
Sprite ground/sand_1/ground/middle.png 1667 3406 PASSIVE
Sprite ground/sand_1/ground/middle.png 1722 3406 PASSIVE
Sprite ground/sand_1/ground/middle.png 1777 3406 PASSIVE
Sprite ground/sand_1/ground/middle.png 1777 3351 PASSIVE
Sprite ground/sand_1/ground/middle.png 1777 3296 PASSIVE
Sprite ground/sand_1/ground/middle.png 1722 3296 PASSIVE
Sprite ground/sand_1/ground/middle.png 1667 3296 PASSIVE
Sprite ground/sand_1/ground/middle.png 1667 3351 PASSIVE
Sprite ground/sand_1/ground/middle.png 1722 3351 PASSIVE
Sprite ground/green_1/hedges/wild_medium.png 1248 361 PASSIVE

### Enemy Objects ###
Enemy JPIRANHA 1011 245 2 200
Enemy JPIRANHA 1539 249 2 200
Enemy GOOMBA 661 209 7 0
Enemy GOOMBA 745 207 7 0
Enemy TURTLE 2033 295 1
Enemy GOOMBA 2098 265 7 0
Enemy GOOMBA 2184 265 7 0
Enemy GOOMBA 2510 486 7 0
Enemy GOOMBA 3062 484 7 0
Enemy TURTLE 3357 185 1
Enemy GOOMBA 3455 156 7 0
Enemy GOOMBA 3541 156 7 0
Enemy TURTLE 3607 679 1
Enemy GOOMBA 3744 649 7 0
Enemy GOOMBA 4585 212 7 0
Enemy GOOMBA 4671 212 7 0
Enemy GOOMBA 4800 212 7 0
Enemy TURTLE 4785 672 1
Enemy TURTLE 4857 1011 1
Enemy GOOMBA 5225 979 7 0
Enemy TURTLE 6589 1973 1
Enemy GOOMBA 7702 1620 7 0
Enemy TURTLE 5702 1944 1
Enemy GOOMBA 5568 1916 7 0
Enemy GOOMBA 6068 1916 7 0
Enemy TURTLE 4773 1504 1
Enemy GOOMBA 4932 1471 7 0
Enemy GOOMBA 5061 1471 7 0
Enemy TURTLE 3992 1622 1
Enemy TURTLE 3709 1619 1
Enemy GOOMBA 2926 2446 7 0
Enemy GOOMBA 3055 2446 7 0
Enemy GOOMBA 3184 2446 7 0
Enemy GOOMBA 2017 1952 7 1
Enemy GOOMBA 1466 2060 7 0
Enemy GOOMBA 948 2170 7 1
Enemy GOOMBA 387 2227 7 1
Enemy GOOMBA 432 3176 7 0
Enemy GOOMBA 577 3173 7 0
Enemy TURTLE 1082 3319 1
Enemy GOOMBA 1170 3285 7 0
Enemy GOOMBA 1256 3285 7 0
Enemy TURTLE 1302 3757 1
Enemy TURTLE 1342 4091 1
Enemy GOOMBA 1533 4057 7 0
Enemy GOOMBA 1619 4057 7 0
Enemy GOOMBA 2226 4055 7 0
Enemy GOOMBA 3254 4056 7 1
Enemy GOOMBA 2548 4058 7 0
Enemy GOOMBA 2914 4057 7 1
Enemy ROKKO 3598 4256 0 8.500000
Enemy TURTLE 3714 4007 1
Enemy GOOMBA 3864 3972 7 1
Enemy GOOMBA 4019 3971 7 1
Enemy GOOMBA 4564 4056 7 1
Enemy GOOMBA 5397 4150 7 0
Enemy GOOMBA 6162 3617 7 0
Enemy TURTLE 6276 3653 1
Enemy GOOMBA 8139 3353 7 0
Enemy GOOMBA 8225 3353 7 0
Enemy GOOMBA 2612 2117 7 0
Enemy GOOMBA 2766 2115 7 0

### Active Objects ###
Sprite blocks/stone/1.png 7451 1789 HALFMASSIVE
GoldBox 3262 309 4 1
GoldBox 3350 309 4 1
GoldBox 3438 309 4 1
GoldBox 3526 309 4 1
ClimbSprite ground/green_1/kplant.png 3596 1581 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 303 2224 HALFMASSIVE
ClimbSprite ground/green_1/kplant.png 1719 4054 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6875 1781 HALFMASSIVE
ClimbSprite ground/jungle_1/beanstalk.png 6818 1818 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6899 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6923 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6947 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6971 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6995 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7019 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7043 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7067 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7091 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7115 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7139 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7163 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7187 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7211 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7235 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7259 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7283 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7307 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7331 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7355 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7379 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7403 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7427 1781 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7778 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7754 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7730 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7706 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7682 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7658 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7634 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7610 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7586 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7562 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7538 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7514 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7490 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7466 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7442 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7418 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7394 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7370 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7346 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7322 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7298 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7274 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7250 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7226 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7202 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7178 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7154 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7130 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7106 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7082 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7058 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6962 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6938 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6914 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6890 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6866 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6842 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6818 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6794 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6770 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6746 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6722 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6698 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6674 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6650 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6554 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6530 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6506 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6482 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6458 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6434 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6410 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6386 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6362 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6338 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6314 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6290 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6266 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6242 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6218 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6194 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6170 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7034 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 7010 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6986 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6578 2044 HALFMASSIVE
ClimbSprite ground/yoshi_1/rope_1_leftright.png 6602 2044 HALFMASSIVE
EnemyStopper 820 178
EnemyStopper 1803 238
EnemyStopper 2640 455
EnemyStopper 2402 455
EnemyStopper 2851 453
EnemyStopper 3139 451
EnemyStopper 3341 620
GoldBox 3894 646 4 1
GoldBox 3894 818 4 1
EnemyStopper 4397 182
EnemyStopper 5178 614
EnemyStopper 4674 949
EnemyStopper 5492 950
EnemyStopper 6497 1914
