### Level Saved with Secret Maryo Chronicles V.0.99.2 ###
### Level Saved on the Wed Oct 25 20:28:41 2006
Levelengine_version 1

version 0.1a

Music land/cave_1.ogg
Background_color_1 164 164 164
Background_color_2 32 32 32


Player 156 413
camera_limits 0 0 9830 -4000
Sprite ground/underground/ground/middle/1.png 8613 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8613 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8613 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8613 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8613 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8613 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8677 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8677 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8677 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8677 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8677 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8677 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8677 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8741 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8741 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8741 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8741 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8741 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8741 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8741 61 MASSIVE
Sprite ground/underground/ground/middle/left.png 8317 895 MASSIVE
Sprite ground/underground/ground/middle/left_bottom.png 8317 959 MASSIVE
Sprite ground/underground/ground/bottom/left.png 8317 767 MASSIVE
Sprite ground/underground/ground/middle/left.png 8317 831 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8381 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8381 895 MASSIVE
Sprite ground/underground/ground/middle/1.png 8381 831 MASSIVE
Sprite ground/underground/ground/middle/1.png 8381 959 MASSIVE
Sprite ground/underground/ground/middle/1.png 7613 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7613 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7613 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7677 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7677 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7741 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7741 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7677 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7741 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7613 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7677 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7741 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7805 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7805 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7805 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7869 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7869 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7933 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 7933 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7869 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7933 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7805 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7869 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 7933 1215 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7805 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7869 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7933 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 7997 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8061 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8125 959 MASSIVE
Sprite ground/underground/ground/middle/1.png 7997 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 7997 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7997 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 8061 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 8061 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 8125 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 8125 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 8061 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 8125 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 7997 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 8061 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 8125 1215 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8189 959 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8253 959 MASSIVE
Sprite ground/underground/ground/middle/1.png 8189 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 8189 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 8253 1087 MASSIVE
Sprite ground/underground/ground/middle/1.png 8253 1023 MASSIVE
Sprite ground/underground/ground/middle/1.png 8189 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 8253 1151 MASSIVE
Sprite ground/underground/ground/middle/1.png 8189 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 8253 1215 MASSIVE
Sprite ground/underground/ground/middle/1.png 8805 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8805 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8805 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8805 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8805 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8805 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8805 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8869 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8869 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8869 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8869 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8869 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8869 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8869 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8933 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8933 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8933 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8933 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8933 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8933 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8933 61 MASSIVE
Sprite ground/underground/ground/middle/1.png 8997 253 MASSIVE
Sprite ground/underground/ground/middle/1.png 8997 189 MASSIVE
Sprite ground/underground/ground/middle/1.png 8997 317 MASSIVE
Sprite ground/underground/ground/middle/1.png 8997 381 MASSIVE
Sprite ground/underground/ground/top/1.png 8997 444 MASSIVE
Sprite ground/underground/ground/middle/1.png 8997 125 MASSIVE
Sprite ground/underground/ground/middle/1.png 8997 61 MASSIVE
Sprite ground/underground/ground/top/right.png 9061 444 MASSIVE
Sprite ground/underground/ground/middle/right.png 9061 380 MASSIVE
Sprite ground/underground/ground/middle/right.png 9061 316 MASSIVE
Sprite ground/underground/ground/middle/right_top.png 9061 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9061 188 MASSIVE
Sprite ground/underground/ground/top/1.png 9125 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9125 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9061 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9061 60 MASSIVE
Sprite ground/underground/ground/middle/1.png 9125 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9125 60 MASSIVE
Sprite ground/underground/ground/top/1.png 9189 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9189 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9189 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9189 60 MASSIVE
Sprite ground/underground/ground/top/1.png 9252 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9252 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9252 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9252 60 MASSIVE
Sprite ground/underground/ground/top/1.png 9316 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9316 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9316 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9316 60 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8445 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8445 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 8445 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 8445 958 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8509 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8509 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 8509 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 8509 958 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8573 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8573 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 8573 831 MASSIVE
Sprite ground/underground/ground/middle/1.png 8573 958 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8637 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8637 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 8637 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 8637 957 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8701 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8701 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 8701 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 8701 957 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8765 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8765 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 8765 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 8765 958 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8829 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8829 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 8829 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 8829 957 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8893 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8893 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 8893 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 8893 957 MASSIVE
Sprite ground/underground/ground/bottom/1.png 8957 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 8957 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 8957 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 8957 957 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9021 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 9021 892 MASSIVE
Sprite ground/underground/ground/middle/1.png 9021 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9021 956 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9085 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 9085 892 MASSIVE
Sprite ground/underground/ground/middle/1.png 9085 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9085 956 MASSIVE
Sprite pipes/green/ver.png 9424 644 MASSIVE
Sprite pipes/green/ver.png 9424 595 MASSIVE
Sprite pipes/green/down.png 9424 545 MASSIVE
Sprite ground/underground/ground/bottom/right.png 9341 576 MASSIVE
Sprite ground/underground/ground/middle/right.png 9341 639 MASSIVE
Sprite ground/underground/ground/middle/right_bottom.png 9341 702 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9405 702 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9469 702 MASSIVE
Sprite ground/underground/ground/middle/left_bottom.png 9533 702 MASSIVE
Sprite ground/underground/ground/middle/left.png 9533 639 MASSIVE
Sprite ground/underground/ground/bottom/left.png 9533 576 MASSIVE
Sprite ground/underground/ground/middle/left.png 9213 703 MASSIVE
Sprite ground/underground/ground/middle/left_bottom.png 9213 767 MASSIVE
Sprite ground/underground/ground/bottom/left.png 9213 576 MASSIVE
Sprite ground/underground/ground/middle/left.png 9213 640 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9277 576 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9149 767 MASSIVE
Sprite ground/underground/ground/middle/1.png 9149 891 MASSIVE
Sprite ground/underground/ground/middle/1.png 9149 828 MASSIVE
Sprite ground/underground/ground/middle/1.png 9149 955 MASSIVE
Sprite ground/underground/ground/top/1.png 9380 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9380 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9380 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9380 60 MASSIVE
Sprite ground/underground/ground/top/1.png 9444 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9444 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9444 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9444 60 MASSIVE
Sprite ground/underground/ground/top/1.png 9508 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9508 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9508 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9508 60 MASSIVE
Sprite ground/underground/ground/top/1.png 9572 252 MASSIVE
Sprite ground/underground/ground/middle/1.png 9572 188 MASSIVE
Sprite ground/underground/ground/middle/1.png 9572 124 MASSIVE
Sprite ground/underground/ground/middle/1.png 9572 60 MASSIVE
Sprite ground/underground/ground/middle/1.png 9277 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 9277 639 MASSIVE
Sprite ground/underground/ground/middle/1.png 9277 766 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9597 576 MASSIVE
Sprite ground/underground/ground/middle/1.png 9597 639 MASSIVE
Sprite ground/underground/ground/top/right.png 9636 252 MASSIVE
Sprite ground/underground/ground/middle/right.png 9636 188 MASSIVE
Sprite ground/underground/ground/middle/right.png 9636 124 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9661 576 MASSIVE
Sprite ground/underground/ground/middle/1.png 9661 639 MASSIVE
Sprite ground/underground/ground/bottom/1.png 9725 576 MASSIVE
Sprite ground/underground/ground/middle/1.png 9725 639 MASSIVE
Sprite ground/underground/ground/middle/left_bottom.png 9789 576 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 513 MASSIVE
Sprite pipes/grey/up.png 9700 342 MASSIVE
Sprite pipes/grey/ver.png 9700 293 MASSIVE
Sprite pipes/grey/ver.png 9700 243 MASSIVE
Sprite pipes/grey/ver.png 9700 193 MASSIVE
Sprite pipes/grey/ver.png 9700 143 MASSIVE
Sprite pipes/grey/ver.png 9700 94 MASSIVE
Sprite pipes/grey/ver.png 9700 45 MASSIVE
Sprite ground/underground/ground/middle/right.png 9636 60 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 449 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 385 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 321 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 257 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 193 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 129 MASSIVE
Sprite ground/underground/ground/middle/left.png 9789 65 MASSIVE
Sprite ground/underground/ground/middle/1.png 9341 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9341 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 9341 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 9405 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9405 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 9405 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 9469 828 MASSIVE
Sprite ground/underground/ground/middle/1.png 9469 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 9469 892 MASSIVE
Sprite ground/underground/ground/middle/1.png 9597 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 9597 703 MASSIVE
Sprite ground/underground/ground/middle/1.png 9597 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 9661 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 9661 703 MASSIVE
Sprite ground/underground/ground/middle/1.png 9661 830 MASSIVE
Sprite ground/underground/ground/middle/1.png 9725 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 9725 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 9725 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9789 640 MASSIVE
Sprite ground/underground/ground/middle/1.png 9789 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 9789 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 9789 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9533 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 9533 889 MASSIVE
Sprite ground/underground/ground/middle/1.png 9533 827 MASSIVE
Sprite ground/underground/ground/middle/1.png 9533 953 MASSIVE
Sprite ground/underground/ground/middle/1.png 9213 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9213 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 9277 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 9277 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 8317 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 8317 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 8317 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 8317 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 8381 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 8381 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 8445 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 8445 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 8381 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 8445 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 8381 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 8445 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 8509 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 8509 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 8509 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 8509 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 8573 1086 MASSIVE
Sprite ground/underground/ground/middle/1.png 8573 1022 MASSIVE
Sprite ground/underground/ground/middle/1.png 8637 1085 MASSIVE
Sprite ground/underground/ground/middle/1.png 8637 1021 MASSIVE
Sprite ground/underground/ground/middle/1.png 8573 1150 MASSIVE
Sprite ground/underground/ground/middle/1.png 8637 1149 MASSIVE
Sprite ground/underground/ground/middle/1.png 8573 1214 MASSIVE
Sprite ground/underground/ground/middle/1.png 8637 1213 MASSIVE
Sprite ground/underground/ground/middle/1.png 9597 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 9597 958 MASSIVE
Sprite ground/underground/ground/middle/1.png 9661 894 MASSIVE
Sprite ground/underground/ground/middle/1.png 9661 958 MASSIVE
Sprite ground/underground/ground/middle/1.png 9725 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 9725 957 MASSIVE
Sprite ground/underground/ground/middle/1.png 9789 893 MASSIVE
Sprite ground/underground/ground/middle/1.png 9789 957 MASSIVE
Sprite game/box/brown1_1.png 5926 152 MASSIVE
Sprite ground/underground/ground/middle/1.png 4159 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4223 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4287 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4351 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4415 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4479 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4543 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4607 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3647 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3711 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3775 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3839 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3903 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3967 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4031 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 4095 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3135 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 3199 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3263 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3327 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3391 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3455 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3519 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 3583 766 MASSIVE
Sprite ground/underground/ground/middle/1.png 2623 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2687 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2751 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2815 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2879 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2943 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 3007 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 3071 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2750 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2814 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2878 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2622 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2686 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2751 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 2815 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 2879 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 2623 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 2687 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 2622 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 2686 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 2495 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2559 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 2494 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2558 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2495 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 2559 702 MASSIVE
Sprite ground/underground/ground/middle/1.png 2494 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 2558 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 2367 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 2431 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 2366 637 MASSIVE
Sprite ground/underground/ground/middle/1.png 2430 637 MASSIVE
Sprite ground/underground/ground/middle/1.png 2367 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 2431 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 2366 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 2430 574 MASSIVE
Sprite ground/underground/ground/middle/1.png 2239 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 2303 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 2238 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2302 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2239 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 2303 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 2111 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 2175 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 2110 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2174 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2111 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 2175 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 1984 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 2048 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 1983 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 2047 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 1984 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 2048 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1856 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 1920 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 1855 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 1919 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 1856 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1920 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1792 762 MASSIVE
Sprite ground/underground/ground/middle/1.png 1790 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 1792 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1664 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 1728 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 1664 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1728 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1536 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 1600 763 MASSIVE
Sprite ground/underground/ground/middle/1.png 1536 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1600 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1472 762 MASSIVE
Sprite ground/underground/ground/middle/1.png 1472 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 830 637 MASSIVE
Sprite ground/underground/ground/middle/1.png 830 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 766 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 766 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 574 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 638 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 702 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 766 829 MASSIVE
Sprite ground/underground/ground/middle/1.png 830 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 894 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 958 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 1022 765 MASSIVE
Sprite ground/underground/ground/middle/1.png 1215 636 MASSIVE
Sprite ground/underground/ground/middle/1.png 1279 636 MASSIVE
Sprite ground/underground/ground/middle/1.png 1343 636 MASSIVE
Sprite ground/underground/ground/middle/1.png 1407 636 MASSIVE
Sprite ground/underground/ground/middle/1.png 1471 636 MASSIVE
Sprite ground/underground/ground/middle/1.png 1150 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 1214 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1278 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1342 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1406 700 MASSIVE
Sprite ground/underground/ground/middle/1.png 1149 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 1470 701 MASSIVE
Sprite ground/underground/ground/middle/1.png 1212 638 MASSIVE
Sprite ground/underground/ground/middle/1.png 1024 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 1088 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 1152 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 1216 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 1280 764 MASSIVE
Sprite ground/underground/ground/middle/1.png 1344 764 MASSIVE
